"DATE","HOUR","ESP","NIGHT_ID","SITE","DISTANCE","TEMPERATURE","VENT","LUNAR_PHASE","TOTAL_PULSES","TOTAL_NB"
2024-11-10,21,"NYCLAS",3,"MONTPELLIER",150,15,7,"Croissante",2,1
2024-11-10,21,"PIPPIP",3,"MONTPELLIER",150,15,7,"Croissante",2190,116
2024-11-10,21,"PIPPYG",3,"MONTPELLIER",150,15,7,"Croissante",254,14
2024-11-10,22,"PIPPIP",3,"MONTPELLIER",150,12,5,"Croissante",1724,107
2024-11-10,22,"PIPPYG",3,"MONTPELLIER",150,12,5,"Croissante",70,3
2024-11-10,22,"TADTEN",3,"MONTPELLIER",470,12,5,"Croissante",2,1
2024-11-10,23,"NYCLAS",3,"MONTPELLIER",150,11,4,"Croissante",2,1
2024-11-10,23,"PIPKUH",3,"MONTPELLIER",150,11,4,"Croissante",15,1
2024-11-10,23,"PIPNAT",3,"MONTPELLIER",150,11,4,"Croissante",20,1
2024-11-10,23,"PIPPIP",3,"MONTPELLIER",150,11,4,"Croissante",512,52
2024-11-11,0,"PIPPIP",3,"MONTPELLIER",150,12,7,"Croissante",29,4
2024-11-11,0,"PIPPYG",3,"MONTPELLIER",150,12,7,"Croissante",28,4
2024-11-11,1,"PIPPIP",3,"MONTPELLIER",150,12,9,"Croissante",12,2
2024-11-11,1,"PIPPYG",3,"MONTPELLIER",150,12,9,"Croissante",8,1
2024-11-11,2,"PIPPYG",3,"MONTPELLIER",150,10,6,"Croissante",3,1
2024-11-11,6,"PIPPIP",3,"MONTPELLIER",150,9,13,"Croissante",4,1
2024-11-11,6,"PIPPYG",3,"MONTPELLIER",150,9,13,"Croissante",89,11
2024-11-11,7,"PIPPYG",3,"MONTPELLIER",150,8,11,"Croissante",85,8
